資料集識別碼,資料集名稱,資料提供屬性,服務分類,品質檢測,檔案格式,資料下載網址,編碼格式,資資料集上架方式,資料集描述,主要欄位說明,提供機關,更新頻率,授權方式,相關網址,計費方式,提供機關聯絡人姓名,提供機關聯絡人電話,上架日期,詮釋資料更新時間,備註,資料量
177667,114年暴力犯罪概況,檔案資料,生活安全及品質,銅,PDF,https://opdadm.moi.gov.tw/api/v1/no-auth/resource/api/dataset/E5D19DAD-B536-4FBC-AD3C-27D850E2623A/resource/AA634E74-BC86-4E1D-873E-BB50A90A8216/download,UTF-8,系統介接程式,114年暴力犯罪發生數503件，其中以「故意殺人」158件占31.41％最多，「強盜」130件占25.84％次之，「搶奪」118件占23.46％再次之，三者合占80.72％。,文本資料,警政署,不定期更新,政府資料開放授權條款-第1版,,免費,王琇慧,02-23931791#6122,2026-05-27 17:38:04,2026-05-28 09:23:03,本資料集為文本語料資料,0
177457,臺中市政府地方稅務局115年歲出預算表,檔案資料,公共資訊,白金,CSV,https://newdatacenter.taichung.gov.tw/api/v1/no-auth/resource.download?rid=f6f5d4f2-23fe-448e-a9b2-2d63fbd8202c,UTF-8,系統介接程式,115年歲出預算表是年度財政計畫的重要組成部分，透過這份表格，市民可以瞭解政府的財政運作、預算分配以及支出項目。這份表格提供了歲出預算資料，包括各項支出等信息，讓市民可以深入了解政府的財政運作和資源分配。,縣市別代碼;機關代碼;名稱及編號;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,臺中市政府地方稅務局,每1年,政府資料開放授權條款-第1版,,免費,陳麗娟,0422585000轉2472,2026-04-20 00:00:00,2026-06-22 13:51:20,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387260000D，Swagger 產生API說明頁面網址。,3
177620,研發及產業訓儲替代役基金收支保管及運用辦法,檔案資料,服兵役,銅,PDF,https://opdadm.moi.gov.tw/api/v1/no-auth/resource/api/dataset/155CE464-A34E-4DB9-A0D5-E892DAF1E455/resource/FD01CC88-64E4-4B64-83C6-8EA4939CED15/download,UTF-8,系統介接程式, 113 年 7 月 16 日修正研發及產業訓儲替代役基金收支保管及運用辦法 ,研發及產業訓儲替代役基金收支保管及運用辦法,替代役訓練及管理中心,不定期更新,政府資料開放授權條款-第1版,,免費,林寶琴,049-2394133,2026-05-14 00:00:00,2026-05-15 14:52:04,文本語料,0
177607,114年下半年「民眾對治安滿意度調查」摘要分析,檔案資料,生活安全及品質,銅,PDF,https://opdadm.moi.gov.tw/api/v1/no-auth/resource/api/dataset/A5EBB517-9B1A-4646-B6A4-22A7029212C9/resource/3437B0DA-3016-4C12-AA0E-BF50DFDEB351/download,UTF-8,系統介接程式,民眾對住家附近、居住縣市整體治安滿意度連續5年均維持9成及8成以上。,文本資料,警政署,不定期更新,政府資料開放授權條款-第1版,,免費,王琇慧,02-23931791#6122,2026-05-14 10:23:13,2026-05-14 10:26:07,本資料集為文本語料資料,0
177621,114年青少年犯罪概況,檔案資料,生活安全及品質,銅,PDF,https://opdadm.moi.gov.tw/api/v1/no-auth/resource/api/dataset/92459950-53EC-484D-965B-F14A1400B90D/resource/B83DF2EB-D0E7-4E7A-813E-2FEE96FFB27B/download,UTF-8,系統介接程式,114年12-17歲及18-23歲嫌疑犯涉案類型均以詐欺案最多，分別占2成6及4成1。 ,文本資料,警政署,不定期更新,政府資料開放授權條款-第1版,,免費,王琇慧,02-23931791#6122,2026-05-13 00:00:00,2026-05-15 14:53:04,本資料集為文本語料資料,0
174789,臺灣高等檢察署花蓮檢察分署115年度預算案,檔案資料,公共資訊,金,ZIP,https://www.hlh.moj.gov.tw/media/411115/115-%E9%A0%90%E7%AE%97%E6%A1%88xml%E6%AA%94.zip?mediaDL=true,UTF-8,原始資料,預算案,報表資料列;款;項;目;節;名稱及編號;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較;說明;名稱;金額;分支計畫及用途別科目;承辦單位;工作計畫名稱及編號_第一二級用途別科目名稱及編號;一般行政_3423340100;檢察業務_3423341000;第一預備金_3423349800;合計;經常支出_人事費;經常支出_業務費;經常支出_獎補助費;經常支出_債務費;經常支出_預備金;經常支出_小計;資本支出_業務費;資本支出_設備及投資;資本支出_獎補助費;資本支出_預備金;資本支出_小計;設備及投資_土地;設備及投資_房屋建築及設備;設備及投資_公共建設及設施;設備及投資_機械設備;設備及投資_運輸設備;設備及投資_資訊軟硬體設備;設備及投資_雜項設備;設備及投資_權利;設備及投資_投資;其他資本支出;人事費別;員額_職員_本年度;員額_職員_上年度;員額_警察_本年度;員額_警察_上年度;員額_法警_本年度;員額_法警_上年度;員額_駐警_本年度;員額_駐警_上年度;員額_工友_本年度;員額_工友_上年度;員額_技工_本年度;員額_技工_上年度;員額_駕駛_本年度;員額_駕駛_上年度;員額_聘用_本年度;員額_聘用_上年度;員額_約僱_本年度;員額_約僱_上年度;員額_駐外雇員_本年度;員額_駐外雇員_上年度;員額_合計_本年度;員額_合計_上年度;年需經費_本年度;年需經費_上年度;年需經費_比較;車輛數;車輛種類;乘客人數不含司機;購置年月;汽缸總排氣量_立方公分;油料費_數量_公升;油料費_單價_元;油料費_金額;油料費2_數量_公升;油料費2_單價_元;油料費2_金額;養護費;其他;備註;區分;自有_單位數;自有_面積;自有_取得成本;自有_年需養護費;無償借用_單位數;無償借用_面積;無償借用_年需養護費;有償租用或借用_單位數;有償租用或借用_面積;有償租用或借用_押金;有償租用或借用_租金;有償租用或借用_年需養護費;合計_面積;合計_押金;合計_租金;合計_年需養護費;捐助計畫;計畫起訖年度;捐助對象;捐助內容;捐助經費之用途分析_經常門_人事費;捐助經費之用途分析_經常門_業務費;捐助經費之用途分析_經常門_其他;捐助經費之用途分析_資本門_營建工程;捐助經費之用途分析_資本門_其他;捐助經費之用途分析_合計;職能別分類;經常支出_受僱人員報酬;經常支出_商品及勞務購買支出;經常支出_債務利息;經常支出_土地租金支出;經常支出_經常移轉_對企業;經常支出_經常移轉_對家庭及民間非營利機構;經常支出_經常移轉_對政府;經常支出_經常移轉_對國外;經常支出_經常支出合計;資本支出_投資及增資_對營業基金;資本支出_投資及增資_對非營業特種基金;資本支出_投資及增資_對民間企業;資本支出_資本移轉_對企業;資本支出_資本移轉_對家庭及民間非營利機構;資本支出_資本移轉_對政府;資本支出_資本移轉_對國外;資本支出_土地購入;資本支出_無形資產購入;資本支出_固定資本形成_住宅;資本支出_固定資本形成_非住宅房屋;資本支出_固定資本形成_營建工程;資本支出_固定資本形成_運輸工具;資本支出_固定資本形成_資訊軟體;資本支出_固定資本形成_機器及其他設備;資本支出_固定資本形成_土地改良;資本支出_資本支出合計;總計,臺灣高等檢察署花蓮檢察分署,不定期更新,政府資料開放授權條款-第1版,https://www.hlh.moj.gov.tw/media/411115/115-%E9%A0%90%E7%AE%97%E6%A1%88xml%E6%AA%94.zip?mediaDL=true,免費,林小姐,03-8225112#204,2025-09-04 00:00:00,2025-09-04 16:18:25,,13
174790,114年8月花蓮縣礦石開採景觀維護特別稅徵績表,檔案資料,公共資訊,銀,CSV,https://ws.hl.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvNTE4L3JlbGZpbGUvMjI2NDYvMTkzMjk2LzY5NDcxOTY1LWFmNDgtNGFkYS04M2YzLTNkMjFkYWMwNjNjOC5jc3Y%3d&n=6Iqx6JOu57ij56Sm55%2bz6ZaL5o6h5pmv6KeA57at6K2354m55Yil56iFMTE05bm05bqmOOaciOS7veW%2btee4vuihqC5jc3Y%3d,UTF-8,原始資料,花蓮縣礦石開採景觀維護特別稅徵績表,花蓮縣礦石開採景觀維護特別稅114年度8月份徵績表;,花蓮縣地方稅務局,不定期更新,政府資料開放授權條款-第1版,,免費,林辰蓉,03-8226121,2025-09-15 00:00:00,2025-09-05 09:26:01,,0
174793,114年8月花蓮縣土地增值稅徵收,檔案資料,購屋及遷徙,銀,CSV,https://ws.hl.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvNTE4L3JlbGZpbGUvMjI2NDYvMTkzMzA3LzA2ZmY2ZmE1LTg2MGUtNDhiNy04MTAxLTc2YTRhZWE3ODFlMS5jc3Y%3d&n=MTE05bm0OOaciOiKseiTrue4o%2bWcn%2bWcsOWinuWAvOeoheW%2bteaUti5jc3Y%3d,UTF-8,原始資料,"* 資料集名稱：114年8月花蓮縣土地增值稅徵收
* 資料類別：財政統計
* 資料內容：114年8月花蓮縣土地增值稅的徵收資料，包含：
	+ 稅目別：土地增值稅
	+ 徵收時間：民國 114 年 8 月
	+ 資料地點：花蓮縣
	+ 欄位：	- 地號
		- 土地面積
		- 徵收金額		
		- 徵收筆數
		- 其他相關細節
* 資料集類型：政府統計資料
* 更新頻率：每年8月
* 資料集用途：提供花蓮縣土地增值稅徵收的相關統計資料，供政府機關、研究機構或有興趣的民眾參考。
* 創建者：花蓮縣地方稅務局
* 資料集的格式：CSV (逗點分隔值)",類          別;;筆數;面積;土地漲價總數額;查定稅額;應納稅額,花蓮縣地方稅務局,不定期更新,政府資料開放授權條款-第1版,,免費,游守平,03-8226121#172,2025-09-15 00:00:00,2025-09-05 11:00:58,,0
174791,114年8月花蓮縣土石開採景觀維護特別稅徵績表,檔案資料,公共資訊,銀,CSV,https://ws.hl.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvNTE4L3JlbGZpbGUvMjI2NDYvMTkzMjk1LzM1NmE4NDk1LTNkM2QtNDY0Ny05YzgxLTZmYjEwOTc5MmQyOS5jc3Y%3d&n=6Iqx6JOu57ij5Zyf55%2bz6ZaL5o6h5pmv6KeA57at6K2354m55Yil56iFMTE05bm05bqmOOaciOS7veW%2btee4vuihqC5jc3Y%3d,UTF-8,原始資料,花蓮縣土石開採景觀維護特別稅徵績表,花蓮縣土石採取景觀維護特別稅114年度8月份徵績表;,花蓮縣地方稅務局,不定期更新,政府資料開放授權條款-第1版,,免費,林辰蓉,03-8226121,2025-09-15 00:00:00,2025-09-05 09:28:04,,0
174811,應用微波雷達技術於臺北港域環境監測之研究(2/4)-微波雷達海象監測技術優化,檔案資料,交通及通訊,銅,PDF,https://www.motc.gov.tw/uploaddowndoc?file=datagov/1414535046886330368.pdf&filedisplay=113-29.113年_運輸技術研究中心_應用微波雷達技術於臺北港域環境監測之研究(2_4)-微波雷達海象監測技術優化.pdf&flag=doc,UTF-8,系統介接程式,為輔助並精進臺北港域的海氣象觀測作業，本所自110年即開始規劃相關研究工作，本計畫為多年期之研究計畫，第1年期之研究計畫內容主要針對微波雷達觀測的波流觀測特性進行分析，由該計畫之研究成果可得知雷達所量測之波高其趨勢有部分時段較佳，但在較大波高時雷達仍無法反應出其結果，只有示性波高在1~2公尺間有較好的觀測表現，而尖峰週期、流速及流向量測的表現當中，其相關性偏低。,檔案資料,交通部運輸研究所,不定期更新,政府資料開放授權條款-第1版,,免費,何 小姐,02-23496890,2025-09-08 00:00:00,2025-09-08 16:57:25,,65
174814,港區影像智慧辨識技術之研究(1/3)-空間基礎資料建構及影像檢監測應用技術發展,檔案資料,交通及通訊,銅,PDF,https://www.motc.gov.tw/uploaddowndoc?file=datagov/1414537028569141248.pdf&filedisplay=113-32.113年_運輸技術研究中心_港區影像智慧辨識技術之研究(1_3)-空間基礎資料建構及影像檢監測應用技術發展.pdf&flag=doc,UTF-8,系統介接程式,本計畫延續臺中港的成功成果並持續改進，建立高度精細的港區空間基礎資料，以臺中港平台功能為基礎，將二維平台升級至三維平台，提供使用者一個快速掌握港區情況的實用工具。未來的發展包括載具功能整合和新增辨識物件，這將進一步提升營運管理效能，為港區管理提供更全面的解決方案。,檔案資料,交通部運輸研究所,不定期更新,政府資料開放授權條款-第1版,,免費,何 小姐,02-23496890,2025-09-08 00:00:00,2025-09-08 17:05:22,,18
174812,商港風力觀測及統計分析,檔案資料,交通及通訊,銅,PDF,https://www.motc.gov.tw/uploaddowndoc?file=datagov/1414535638811676672.pdf&filedisplay=113-30.113年_運輸技術研究中心_商港風力觀測及統計分析.pdf&flag=doc,UTF-8,系統介接程式,為提供臺灣主要商港臺北港、基隆港、蘇澳港、花蓮港、高雄港、安平港、布袋港、澎湖港、臺中港及馬祖港域船舶停靠、船舶進出、碼頭作業、港區結構物設計與防災預警等所需相關資料，本計畫具體成果如下：1.完成臺灣港務股份有限公司及連江縣政府委託本所代管風力觀測站之定期維護保養及搶修作業；2.完成各港風力觀測資料庫整合及更新作業；3.完成2022年度風力觀測資料年報。,檔案資料,交通部運輸研究所,不定期更新,政府資料開放授權條款-第1版,,免費,何 小姐,02-23496890,2025-09-08 00:00:00,2025-09-08 16:59:49,,10
174798,苗栗縣政府暨所轄各鄉鎮市公所114年8月份公共債務資訊,檔案資料,公共資訊,銀,CSV;CSV;CSV;CSV;CSV,https://webws.miaoli.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvb3BlbmRhdGEvMTk5My8xYmMyMWUyMi1lZTJmLTRjY2ItOGFhNS1iZTQ1Y2NiNWM5N2YuY3N2&n=MTE0MDgt6IuX5qCX57ij5pS%2f5bqcMTE05bm05bqm5ZCE5pyI5Lu95YSf5YK16YCy5bqm6KGoLmNzdg%3d%3d&icon=.csv;https://webws.miaoli.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvb3BlbmRhdGEvMTk5My84ODFlNzdhZC0yMjM2LTQxNTYtYTlmZS1jYTQyNDNhYjNkYmQuY3N2&n=MTE0MDgt6IuX5qCX57ij5YWs5YWx5YK15YuZ5YSf5YK16KiI55Wr5pyf56iL6KGoLmNzdg%3d%3d&icon=.csv;https://webws.miaoli.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvb3BlbmRhdGEvMTk5My85MDkxZjYxMy1mZDhjLTRiNzctOTAzNy05M2E4M2I3M2ViMTkuY3N2&n=MTE0MDgt6IuX5qCX57ij5pS%2f5bqc5oiq6IezMTE05bm0OOaciOW6leatouWFrOWFseWCteWLmeioiuaBry5jc3Y%3d&icon=.csv;https://webws.miaoli.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvb3BlbmRhdGEvMTk5My82MDdmYzIxZC01MmM2LTQzMzItYTc0Yi0xZWEyNTAzZGVkY2QuY3N2&n=6IuX5qCX57ij5pS%2f5bqc5pqo5omA6L2E5ZCE6YSJ6Y6u5biC5YWs5omAMTE05bm0OOaciOS7veWFrOWFseWCteWLmeizh%2bioii5jc3Y%3d&icon=.csv;https://webws.miaoli.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvb3BlbmRhdGEvMTk5My8zZjA3N2VlOS04ZGE0LTRkZjItYjY5ZS0wZDhkZDJkMGRhZTIuY3N2&n=6IuX5qCX57ij5pS%2f5bqc5oiq6IezMTE05bm0NuaciOW6leatouWQkeaJgOioremdnueHn%2balreeJueeoruWfuumHkSjlsIjmiLYp6Kq%2f5bqm5oOF5b2i6KGoKOWto%2bWgsSkuY3N2&icon=.csv,UTF-8;UTF-8;UTF-8;UTF-8;UTF-8,系統介接程式,114年8月份公共債務資訊,苗栗縣政府暨所轄各鄉鎮市公所114年8月份公共債務資訊,財政處,每1月,政府資料開放授權條款-第1版,,免費,涂 小姐,037-559550,2025-09-05 00:00:00,2025-09-05 15:11:17,,1;1;1;1;1
174824,花蓮港湧浪遮蔽試驗(1/3)-試驗規劃及建置,檔案資料,交通及通訊,無(品檢未過),PDF,https://www.motc.gov.tw/uploaddowndoc?file=datagov/1414543293840101376.pdf&filedisplay=113-42.113年_運輸技術研究中心_花蓮港湧浪遮蔽試驗(1_3)-試驗規劃及建置.pdf&flag=doc,UTF-8,系統介接程式,本計畫透過彙整花蓮港相關研究，應用本所長期觀測之波浪統計資料，規劃水工模型相關試驗及進行消能方案研擬，以期許後續試驗結果，能提供花蓮港務分公司及相關單位參考應用，有助於花蓮港未來建設之發展。,檔案資料,交通部運輸研究所,不定期更新,政府資料開放授權條款-第1版,,免費,何 小姐,02-23496890,2025-09-08 00:00:00,2025-09-08 17:30:21,,17
174817,離岸堤出水高度對堤後淤沙效能之影響評估,檔案資料,交通及通訊,銅,PDF,https://www.motc.gov.tw/uploaddowndoc?file=datagov/1414539005877293056.pdf&filedisplay=113-35.113年_運輸技術研究中心_離岸堤出水高度對堤後淤沙效能之影響評估.pdf&flag=doc,UTF-8,系統介接程式,本研究結合網際網路資源，應用Google Earth歷史圖像，再透過現場考察以及向規劃、設計與建管部門之諮詢，掌握堤體初始設計之斷面尺寸與高程配置，進而以「離岸堤效應」為基礎，再引介高雄旗津海岸施行人工潛堤灣澳保護工程之成效作對比案例，並以該實務案例所布建出水離岸堤及系列離岸潛堤後的對應海灘變遷形態作為辨識模式，針對離岸堤初始與現況出水高度變化之控制因素，透過實務案例之對照比較，據以檢視、分析並評估離岸堤出水高度對堤後形塑沙舌或繫岸沙洲之淤沙效能與造成地貎變遷之影響。,檔案資料,交通部運輸研究所,不定期更新,政府資料開放授權條款-第1版,,免費,何 小姐,02-23496890,2025-09-08 00:00:00,2025-09-08 17:13:10,,36
174821,112年臺灣地區金屬材料腐蝕環境調查與碳鋼金屬關聯性研究,檔案資料,交通及通訊,銅,PDF,https://www.motc.gov.tw/uploaddowndoc?file=datagov/1414541718195277824.pdf&filedisplay=113-39.113年_運輸技術研究中心_112年臺灣地區金屬材料腐蝕環境調查與碳鋼金屬關聯性研究.pdf&flag=doc,UTF-8,系統介接程式,臺灣地處亞熱帶，屬高溫、高濕、高鹽的海島型氣候，金屬構件甚易腐蝕。為此，有必要建置本土之腐蝕環境資料及腐蝕因子資料庫，以利做為結構物防蝕設計與維護管理應用依據。本計畫主要工作項目包括：1.臺灣大氣腐蝕因子調查與金屬材料現地暴露試驗；2.港區水下腐蝕暴露試驗與海水水質調查；3.精進及擴充腐蝕資料庫；4.碳鋼金屬與腐蝕因子關聯性分析。,檔案資料,交通部運輸研究所,不定期更新,政府資料開放授權條款-第1版,,免費,何 小姐,02-23496890,2025-09-08 00:00:00,2025-09-08 17:23:59,,20
174822,商港海流觀測及特性分析,檔案資料,交通及通訊,銅,PDF,https://www.motc.gov.tw/uploaddowndoc?file=datagov/1414542295729967104.pdf&filedisplay=113-40.113年_運輸技術研究中心_商港海流觀測及統計分析.pdf&flag=doc,UTF-8,系統介接程式,本研究計畫針對臺灣主要商港臺北港、基隆港、蘇澳港、花蓮港、高雄港、安平港、布袋港及臺中港等8個港區，建置即時海象觀測系統，持續長期蒐集海象資料，並進行海流統計分析工作，期獲得臺灣四周各劃分代表性區域的海象整體特性。,檔案資料,交通部運輸研究所,不定期更新,政府資料開放授權條款-第1版,,免費,何 小姐,02-23496890,2025-09-08 00:00:00,2025-09-08 17:26:20,,13
174841,114年8月花蓮縣滯納及違章罰鍰移送執行情形月報表-稅別(以前年度),檔案資料,公共資訊,銀,ODS,https://ws.hl.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvNTE4L3JlbGZpbGUvMjI2NDYvMTkzNDc2L2NiNjk3MGQ1LTgzMGEtNGJkNy05NjIzLTAxMTI5Y2MxYTljNS5vZHM%3d&n=MTE05bm0OOaciOa7r%2be0jeWPiumBleeroOe9sOmNsOenu%2bmAgeWft%2bihjOaDheW9ouaciOWgseihqC3nqIXliKUo5Lul5YmN5bm05bqmKS5vZHM%3d,其他,原始資料,＊統計地區範圍及對象：凡逾滯納期未經徵起之欠稅費，經移送強制執行者均屬之。 ＊統計標準時間：本月資料以每月1日至月底，累計資料以每一會計年度起始日至當月底之事實為準。,花蓮縣地方稅務局,花蓮縣地方稅務局,不定期更新,政府資料開放授權條款-第1版,,免費,張心怡,03-8226121#413,2025-09-09 00:00:00,2025-09-30 11:24:49,,48
174828,商港潮位觀測與統計分析,檔案資料,交通及通訊,銅,PDF,https://www.motc.gov.tw/uploaddowndoc?file=datagov/1414545149354053632.pdf&filedisplay=113-46.113年_運輸技術研究中心_商港潮位觀測與統計分析.pdf&flag=doc,UTF-8,系統介接程式,本研究說明臺北、基隆、蘇澳、花蓮、高雄、安平、布袋及臺中等國內商港，潮位觀測作業與針對潮位觀測資料(110年12月至111年11月)，進行品管後的資料配合築港高程，探討潮汐特性。本研究已完成臺灣主要商港之潮汐分析，時間序列歷線圖可看出每個月之數值變化，重要量值統計表可看出相關統計量值，相關成果可提供航港局、港公司或其他港區相關單位作為港區作業安全、堤防設計、防災預警、船舶進出港等之參考。,檔案資料,交通部運輸研究所,不定期更新,政府資料開放授權條款-第1版,,免費,何 小姐,02-23496890,2025-09-08 00:00:00,2025-09-08 17:37:33,,33
174843,113年1月至12月國家賠償事件收結情形表(中央政府機關),檔案資料,公共資訊,金,CSV,https://www.moj.gov.tw/2204/2771/2773/254449/,BIG5,原始資料,彙整統計113年1月至12月中央機關辦理國家賠償事件之收結情形,資料集名稱;資料集連結;提供機關;年度;摘要,法務部法律事務司,不定期更新,政府資料開放授權條款-第1版,,免費,王詠儀,21910189*2260,2025-09-09 00:00:00,2025-09-09 09:43:47,,1
174837,2022年港灣海氣象觀測資料統計年報(8港域觀測海流資料),檔案資料,交通及通訊,銅,PDF,https://www.motc.gov.tw/uploaddowndoc?file=datagov/1414550375045795840.pdf&filedisplay=113-55.113年_運輸技術研究中心_2022年港灣海氣象觀測資料統計年報(8港域觀測海流資料).pdf&flag=doc,UTF-8,系統介接程式,本港灣觀測海氣象資料統計年報，包括臺北、基隆、蘇澳、花蓮、高雄、安平、布袋及臺中等8個港域，2022年(2021年12月至2022年11月)與歷年觀測海流資料之觀測記錄表及各項統計表及統計圖。,檔案資料,交通部運輸研究所,不定期更新,政府資料開放授權條款-第1版,,免費,何 小姐,02-23496890,2025-09-08 00:00:00,2025-09-08 17:58:21,,6
174832,海氣象觀測作業數位管理規劃,檔案資料,交通及通訊,銅,PDF,https://www.motc.gov.tw/uploaddowndoc?file=datagov/1414547688615055360.pdf&filedisplay=113-50.113_海氣象觀測作業數位管理規劃.pdf&flag=doc,UTF-8,系統介接程式,本計畫旨在蒐集整合本所海氣象觀測業務的各項資源和資料，規劃開發海氣象觀測作業數位管理系統，為相關人員提供測站維護、資財管理、資料保存和品管等業務的重要工具。,檔案資料,交通部運輸研究所,不定期更新,政府資料開放授權條款-第1版,,免費,何 小姐,02-23496890,2025-09-08 00:00:00,2025-09-08 17:47:49,,131
174859,新竹縣114年第三季海域及港區水質監測報告,檔案資料,生活安全及品質,白金,XLSX;CSV;XML;JSON,https://ws.hsinchu.gov.tw/001/Upload/1/opendata/8774/2890/9b04a96e-22d3-417e-a453-07446ba37dde.xlsx;https://ws.hsinchu.gov.tw/001/Upload/1/opendata/8774/2890/9b04a96e-22d3-417e-a453-07446ba37dde.csv;https://ws.hsinchu.gov.tw/001/Upload/1/opendata/8774/2890/9b04a96e-22d3-417e-a453-07446ba37dde.xml;https://ws.hsinchu.gov.tw/001/Upload/1/opendata/8774/2890/9b04a96e-22d3-417e-a453-07446ba37dde.json,UTF-8;BIG5;UTF-8;UTF-8,系統介接程式,114年新竹縣第三季海域及港區水質監測報告(單位:採樣深度數值m、水溫數值℃、流速數值cm/sec、鹽度數值psu、溶氧量數值mg/L、懸浮固體數值mg/L、大腸桿菌群數值CFU/100ml、鎘mg/L、鉛mg/L、汞mg/L、銅mg/L、鋅mg/L、氨氮數值mg/L、總磷mg/L、酚類mg/L、化學需氧量數值mg/L),監測站;經度;緯度;採樣日期;採樣時間;採樣深度數值;水溫數值;流速數值;鹽度數值;pH數值;溶氧量數值;懸浮固體數值;大腸桿菌群數值;鎘;鉛;汞;銅;鋅;氨氮數值;總磷;酚類;化學需氧量數值,新竹縣政府環境保護局,不定期更新,政府資料開放授權條款-第1版,,免費,古堂杏|先生,03-5519345#5302,2025-08-15 00:00:00,2025-09-21 17:56:09,,0;0;0;0
174853,114年7月新竹市iHsinchu免費無線上網熱點流量統計一覽表,檔案資料,公共資訊,白金,XLS;CSV;XML;JSON,https://odws.hccg.gov.tw/001/Upload/25/opendataback/9059/1883/a1b1ea26-46df-4e12-bdca-8bbac4c7baaf.xls;https://odws.hccg.gov.tw/001/Upload/25/opendataback/9059/1883/a1b1ea26-46df-4e12-bdca-8bbac4c7baaf.csv;https://odws.hccg.gov.tw/001/Upload/25/opendataback/9059/1883/a1b1ea26-46df-4e12-bdca-8bbac4c7baaf.xml;https://odws.hccg.gov.tw/001/Upload/25/opendataback/9059/1883/a1b1ea26-46df-4e12-bdca-8bbac4c7baaf.json,UTF-8;UTF-8;UTF-8;UTF-8,系統介接程式,114年7月新竹市iHsinchu免費無線上網熱點流量統計一覽表供民眾參閱,年月;熱點名稱;使用人次;使用人數;總分鐘數;總流量MB,數位發展處,不定期更新,政府資料開放授權條款-第1版,,免費,劉丞閔|,03-5216121#339,2025-09-08 00:00:00,2026-02-13 18:04:53,,0;0;0;0
174854,觀光政策,檔案資料,公共資訊,銅,PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF;PDF,https://media.taiwan.net.tw/od/01_PRD/2002年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2003年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2004年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2005年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2006年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2007年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2008年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2009年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2010年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2011年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2012年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2013年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2014年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2015年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2016年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2017年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2018年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2019年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2020年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2021年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2022年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2023年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2024至2025年雙軸轉型觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/2025年觀光政策及施政重點.pdf;https://media.taiwan.net.tw/od/01_PRD/觀光署未來觀光政策及施政重點.pdf,其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他;其他,系統介接程式,收錄交通部觀光署各年度施政計畫及觀光發展計畫，提供民眾瞭解觀光業務推動方針、政策規劃等資訊。,文本資料,交通部觀光署,不定期更新,政府資料開放授權條款-第1版,,免費,高 小姐,02- 23491500#8111,2025-09-09 00:00:00,2025-09-30 11:53:23,本資料集為AI語料資料,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
